order_id,customer_id,customer_name,product_id,product_name,category,order_date,quantity,unit_price,total_price,payment_method,country,city,status,update_time
2860.0,1368,Juan Pérez,110,Aspiradora Dyson,tecnologia,18/11/2024,5.0,358.69,1793.45,PayPal,Germany,Roma,Cancelado,2024-11-18 16:00:00
2861.0,1798,Carlos Ruiz,64,Teclado Logitech,Tecnología,2024-07-20,4.0,1734.87,6939.48,Bizum,Germany,Paris,Entregado,2024-07-20 19:00:00
2862.0,1057,Lucía Fernández,105,Bolso Gucci,Moda,01-02-2023,1.0,572.13,572.13,Transferencia,Italy,Lyon,Cancelado,2023-01-02 00:00:00
2863.0,1081,Pedro López,149,Monitor LG,Tecnología,07-05-2023,3.0,1901.41,5704.23,Tarjeta,Italy,Paris,Pendiente,2023-07-05 01:00:00
2864.0,1961,Ana Sánchez,119,Mochila North Face,Accesorios,06-07-2023,3.0,1167.43,3502.29,Bizum,Italy,Hamburgo,Entregado,2023-06-07 10:00:00
2865.0,1970,Pedro López,87,Silla Gaming,Hogar,05-27-2024,3.0,878.86,3115.0627334433875,Tarjeta,España,Hamburgo,Cancelado,2024-05-27 17:00:00
2866.0,1730,ANA SÁNCHEZ,180,Monitor LG,Tecnología,2024-07-27,4.0,1164.38,4657.52,Bizum,Italy,Berlín,Cancelado,2024-07-27 18:00:00
2867.0,1406,María García,108,Samsung Galaxy,Tecnología,2023-04-26,5.0,1038.23,5191.15,Tarjeta,Germany,Milán,Cancelado,2023-04-26 15:00:00
2868.0,1049,Carlos Ruiz,37,Sony Headphones,Tecnología,10-20-2023,4.0,1519.96,6079.84,PayPal,ES,Barcelona,Pendiente,2023-10-20 08:00:00
2869.0,1420,Pedro López,176,Aspiradora Dyson,Hogar,2024-02-01,5.0,572.17,2860.85,Tarjeta,France,Hamburgo,Cancelado,2024-02-01 02:00:00
2870.0,1328,Lucía Fernández,77,Teclado Logitech,Tecnología,13/05/2023,1.0,712.57,712.57,Tarjeta,IT,Lyon,Pendiente,2023-05-13 17:00:00
2871.0,1274,Ana Sánchez,5,AirPods,Tecnología,2024-10-05,3.0,1789.25,5367.75,Transferencia,FR,Lyon,Pendiente,2024-10-05 11:00:00
2872.0,1923,María García,123,Bolso Gucci,Moda,2023-08-31,2.0,1893.45,3786.9,Bizum,spain,Berlín,Cancelado,2023-08-31 23:00:00
2873.0,1637,Juan Pérez,170,Sony Headphones,Tecnología,27/08/2024,3.0,"1786,19",,Bizum,ES,Madrid,Entregado,2024-08-27 14:00:00
2874.0,1996,Pedro López,89,AirPods,Tecnología,2024-08-11,4.0,844.7,3378.8,Bizum,ES,Hamburgo,Entregado,2024-08-11 00:00:00
2875.0,1885,Juan Pérez,88,Camiseta Adidas,Moda,2024-05-18,1.0,1562.93,1562.93,Transferencia,France,Hamburgo,Entregado,2024-05-18 22:00:00
2876.0,1433,lucía fernández,75,Teclado Logitech,Tecnología,15/03/2024,2.0,957.91,1915.82,Bizum,España,Roma,Cancelado,2024-03-15 19:00:00
2877.0,1204,maría garcía,112,Sony Headphones,Tecnología,11-25-2023,5.0,1000.1,5000.5,PayPal,ES,Paris,Pendiente,2023-11-25 06:00:00
2878.0,1936,Pedro López,195,Cafetera Philips,Hogar,2024-08-19,3.0,417.31,1251.93,Bizum,España,Berlín,Pendiente,2024-08-19 16:00:00
2879.0,1081,Carlos Ruiz,138,Camiseta Adidas,Moda,10-04-2023,4.0,"1186,35",,Transferencia,Germany,Berlín,Entregado,2023-10-04 12:00:00
2880.0,1208,María García,188,Cafetera Philips,Hogar,11/11/2024,1.0,380.41,380.41,PayPal,Germany,Hamburgo,Pendiente,2024-11-11 14:00:00
2881.0,1405,Juan Pérez,140,Reloj Casio,Accesorios,12/03/2024,2.0,669.81,1339.62,Bizum,Italy,Hamburgo,Pendiente,2024-03-12 23:00:00
2882.0,1021,David Gómez,189,AirPods,Tecnología,25/01/2024,2.0,1711.51,3423.02,Transferencia,ES,Milán,Pendiente,2024-01-25 23:00:00
2883.0,1953,Lucía Fernández,99,Samsung Galaxy,tecnologia,08/03/2023,3.0,422.08,1266.24,Transferencia,France,Valencia,Entregado,2023-03-08 20:00:00
2884.0,1526,Lucía Fernández,114,Cafetera Philips,Hogar,02-27-2023,4.0,151.6,606.4,PayPal,FR,Valencia,Pendiente,2023-02-27 01:00:00
2885.0,1883,Laura Torres,114,Cafetera Philips,Hogar,2023-12-26,5.0,"147,33",,Bizum,Italy,Barcelona,Cancelado,2023-12-26 08:00:00
2886.0,1997,Pedro López,169,Aspiradora Dyson,Hogar,2024-10-03,1.0,1882.16,1882.16,Transferencia,Germany,Berlín,Pendiente,2024-10-03 13:00:00
2887.0,1998,ANA SÁNCHEZ,100,Samsung Galaxy,Tecnología,31/05/2023,3.0,1018.77,3056.31,Transferencia,España,Roma,Pendiente,2023-05-31 09:00:00
2888.0,1249,Juan Pérez,109,MacBook Pro,TECHNOLOGY,2023-02-21,2.0,824.73,1649.46,Transferencia,Germany,Barcelona,Cancelado,2023-02-21 19:00:00
2889.0,1544,Juan Pérez,140,Sony Headphones,Moda,09-10-2024,4.0,1623.65,6494.6,PayPal,Germany,Milán,Entregado,2024-09-10 22:00:00
2890.0,1977,Laura Torres,191,Monitor LG,Tecnología,2023-08-14,1.0,1673.29,1413.6681242693887,Transferencia,Italy,Hamburgo,Pendiente,2023-08-14 18:00:00
2891.0,1348,LUCÍA FERNÁNDEZ,92,Mochila North Face,moda,2024-06-02,4.0,671.06,2684.24,Transferencia,Germany,Valencia,Cancelado,2024-06-02 00:00:00
2892.0,1058,Ana Sánchez,25,Sony Headphones,Tecnología,06-18-2023,2.0,$1390.3,,Bizum,DE,Lyon,Cancelado,2023-06-18 11:00:00
2893.0,1547,ANA SÁNCHEZ,164,Cafetera Philips,Hogar,2023-05-31,3.0,1544.53,4633.59,Transferencia,DE,Barcelona,Entregado,2023-05-31 00:00:00
2894.0,1515,Juan Pérez,59,MacBook Pro,Tecnología,29/01/2023,4.0,1312.75,5251.0,Tarjeta,Italy,Paris,Cancelado,2023-01-29 03:00:00
2895.0,1530,Lucía Fernández,117,Mochila North Face,Accesorios,01-19-2023,2.0,311.67,623.34,Bizum,DE,Paris,Cancelado,2023-01-19 20:00:00
2896.0,1503,María García,143,Samsung Galaxy,Tecnología,28/02/2024,3.0,1753.01,4505.011612530299,Bizum,spain,Paris,Cancelado,2024-02-28 09:00:00
2897.0,1978,Lucía Fernández,112,AirPods,Tecnología,2023-08-06,4.0,$1082.8,,PayPal,spain,Roma,Entregado,2023-08-06 11:00:00
2898.0,1365,David Gómez,92,iPhone 13,Tecnología,14/11/2023,3.0,572.12,1716.36,PayPal,spain,Paris,Cancelado,2023-11-14 16:00:00
2899.0,1475,Pedro López,23,Bolso Gucci,Moda,07/03/2023,1.0,856.2,856.2,Transferencia,spain,Valencia,Cancelado,2023-03-07 09:00:00
2900.0,1557,Lucía Fernández,40,Aspiradora Dyson,Hogar,2024-05-01,5.0,84.77,423.85,Bizum,Italy,Berlín,Entregado,2024-05-01 18:00:00
2901.0,1175,David Gómez,140,Cafetera Philips,Hogar,10-24-2024,1.0,264.45,264.45,PayPal,ES,Barcelona,Cancelado,2024-10-24 21:00:00
2902.0,1162,maría garcía,143,Mochila North Face,Accesorios,2024-01-06,5.0,1533.44,7667.2,Transferencia,ES,Valencia,Pendiente,2024-01-06 03:00:00
2903.0,1444,David Gómez,99,Teclado Logitech,Tecnología,2024-04-21,3.0,"10,02",,Tarjeta,FR,Milán,Cancelado,2024-04-21 09:00:00
2904.0,1760,Juan Pérez,106,Zapatillas Nike,Moda,2024-03-03,1.0,838.97,838.97,Bizum,FR,Madrid,Entregado,2024-03-03 08:00:00
2905.0,1601,Laura Torres,8,Camiseta Adidas,Moda,11-07-2023,2.0,1049.8,2099.6,Transferencia,DE,Valencia,Cancelado,2023-11-07 01:00:00
2906.0,1803,Lucía Fernández,111,Sony Headphones,Tecnología,31/07/2024,4.0,118.72,474.88,Transferencia,IT,Milán,Entregado,2024-07-31 01:00:00
2907.0,1642,MARÍA GARCÍA,4,Reloj Casio,Accesorios,13/11/2024,4.0,1946.43,6407.890145655203,Transferencia,FR,Roma,Entregado,2024-11-13 10:00:00
2908.0,1458,Laura Torres,33,Bolso Gucci,Moda,02-01-2023,4.0,459.99,1839.96,Bizum,España,Roma,Cancelado,2023-02-01 16:00:00
2909.0,1648,Carlos Ruiz,177,Zapatillas Nike,Moda,29/12/2023,3.0,615.36,1846.08,Transferencia,spain,Valencia,Cancelado,2023-12-29 10:00:00
2910.0,1057,Laura Torres,37,Reloj Casio,Accesorios,2024-08-08,2.0,614.85,1229.7,Tarjeta,DE,Paris,Cancelado,2024-08-08 10:00:00
2911.0,1935,Laura Torres,47,Cafetera Philips,Hogar,03-02-2023,1.0,468.53,468.53,PayPal,España,Milán,Cancelado,2023-03-02 08:00:00
2912.0,1832,Juan Pérez,187,Cafetera Philips,Hogar,2023-02-11,2.0,12.93,25.86,PayPal,spain,Milán,Entregado,2023-02-11 16:00:00
2913.0,1758,Lucía Fernández,43,Bolso Gucci,Moda,19/12/2023,,1461.4,,Transferencia,España,Berlín,Cancelado,2023-12-19 12:00:00
2914.0,1138,Laura Torres,167,AirPods,Tecnología,19/02/2023,1.0,1934.02,1934.02,Tarjeta,France,Valencia,Entregado,2023-02-19 11:00:00
2915.0,1707,LAURA TORRES,74,Monitor LG,Tecnología,2024-08-11,1.0,456.34,456.34,Tarjeta,DE,Lyon,Pendiente,2024-08-11 08:00:00
2916.0,1168,Carlos Ruiz,129,iPhone 13,Tecnología,04-17-2024,1.0,1329.46,1329.46,Transferencia,ES,Berlín,Cancelado,2024-04-17 00:00:00
2917.0,1463,María García,54,AirPods,Tecnología,23/02/2024,4.0,1486.37,5945.48,Bizum,IT,Roma,Pendiente,2024-02-23 04:00:00
2918.0,1055,CARLOS RUIZ,189,Mochila North Face,Accesorios,22/10/2023,1.0,1698.37,1950.5969418587451,Bizum,IT,Berlín,Entregado,2023-10-22 08:00:00
2919.0,1759,David Gómez,111,Cafetera Philips,Hogar,19/07/2023,1.0,851.03,851.03,Transferencia,Germany,Paris,Cancelado,2023-07-19 12:00:00
2920.0,1889,María García,114,Sony Headphones,Tecnología,22/01/2023,4.0,612.83,2451.32,Transferencia,spain,Paris,Entregado,2023-01-22 20:00:00
2921.0,1176,laura torres,97,Cafetera Philips,Hogar,2024-09-20,3.0,657.34,1972.02,Tarjeta,spain,Barcelona,Pendiente,2024-09-20 17:00:00
2922.0,1532,Carlos Ruiz,179,Camiseta Adidas,Moda,28/03/2024,5.0,1428.12,7140.6,Transferencia,ES,Lyon,Cancelado,2024-03-28 21:00:00
2923.0,1640,Juan Pérez,15,Cafetera Philips,Hogar,16/04/2023,3.0,1635.39,4906.17,PayPal,ES,Barcelona,Entregado,2023-04-16 22:00:00
2924.0,1862,Laura Torres,43,Monitor LG,Tecnología,28/06/2024,2.0,371.41,742.82,Tarjeta,España,Milán,Pendiente,2024-06-28 07:00:00
2925.0,1520,Carlos Ruiz,180,Silla Gaming,Hogar,2024-03-23,3.0,748.17,2244.51,PayPal,France,Hamburgo,Cancelado,2024-03-23 21:00:00
2926.0,1645,maría garcía,6,AirPods,Tecnología,2023-06-13,3.0,1804.86,5414.58,Bizum,ES,Madrid,Pendiente,2023-06-13 01:00:00
2927.0,1483,Ana Sánchez,73,AirPods,Tecnología,2024-08-11,5.0,1615.32,8076.6,Bizum,España,Madrid,Pendiente,2024-08-11 08:00:00
2928.0,1191,María García,124,iPhone 13,Tecnología,2024-09-23,5.0,$1969.87,,PayPal,spain,Lyon,Pendiente,2024-09-23 15:00:00
2929.0,1090,María García,82,AirPods,Tecnología,06-22-2024,1.0,1510.95,1510.95,Bizum,Italy,Roma,Cancelado,2024-06-22 19:00:00
2930.0,1521,Ana Sánchez,107,Bolso Gucci,Moda,2024-05-22,2.0,792.46,1584.92,Transferencia,España,Berlín,Pendiente,2024-05-22 10:00:00
2931.0,1440,Juan Pérez,149,Bolso Gucci,Moda,2024-11-06,1.0,1185.37,1185.37,Bizum,spain,Paris,Cancelado,2024-11-06 15:00:00
2932.0,1335,David Gómez,2,Samsung Galaxy,Tecnología,2024-05-23,5.0,1325.42,6627.1,Bizum,ES,Hamburgo,Cancelado,2024-05-23 17:00:00
2933.0,1773,Carlos Ruiz,59,MacBook Pro,Tecnología,11/03/2023,5.0,166.13,830.65,Transferencia,España,Lyon,Entregado,2023-03-11 19:00:00
2934.0,1639,david gómez,187,Teclado Logitech,Tecnología,2024-04-18,1.0,1093.55,1093.55,Bizum,spain,Madrid,Pendiente,2024-04-18 20:00:00
2935.0,1134,lucía fernández,46,MacBook Pro,Tecnología,2024-09-26,5.0,1421.55,7685.523861707003,PayPal,FR,Hamburgo,Cancelado,2024-09-26 09:00:00
2936.0,1584,Lucía Fernández,110,Mochila North Face,Accesorios,2023-11-03,3.0,342.97,1028.91,Tarjeta,FR,Hamburgo,Entregado,2023-11-03 06:00:00
2937.0,1248,Ana Sánchez,120,Bolso Gucci,Moda,08/01/2023,2.0,1563.46,3126.92,Bizum,DE,Berlín,Cancelado,2023-01-08 14:00:00
2938.0,1148,ana sánchez,149,Cafetera Philips,Hogar,16/09/2024,3.0,1171.71,3515.13,PayPal,España,Valencia,Pendiente,2024-09-16 19:00:00
2939.0,1740,DAVID GÓMEZ,176,Silla Gaming,Hogar,06/10/2023,1.0,$1904.92,,Bizum,España,Berlín,Pendiente,2023-10-06 09:00:00
2940.0,1831,LAURA TORRES,87,iPhone 13,Tecnología,2023-07-12,5.0,94.42,472.1,Bizum,España,Milán,Entregado,2023-07-12 20:00:00
2941.0,1861,Juan Pérez,110,Reloj Casio,Accesorios,05-23-2023,3.0,538.0,1614.0,Tarjeta,ES,Paris,Pendiente,2023-05-23 16:00:00
2942.0,1145,Carlos Ruiz,49,iPhone 13,Tecnología,28/05/2024,1.0,1207.09,1207.09,Transferencia,spain,Hamburgo,Entregado,2024-05-28 06:00:00
2943.0,1455,David Gómez,11,Silla Gaming,Hogar,11-14-2023,,600.15,,PayPal,France,Milán,Pendiente,2023-11-14 13:00:00
2944.0,1030,Juan Pérez,150,Teclado Logitech,Tecnología,04-27-2024,5.0,1431.7,7644.572081318243,Bizum,France,Valencia,Cancelado,2024-04-27 13:00:00
2945.0,1214,Carlos Ruiz,27,Teclado Logitech,Tecnología,2024-06-12,1.0,1520.42,1520.42,Tarjeta,IT,Hamburgo,Entregado,2024-06-12 18:00:00
2946.0,1115,María García,90,Silla Gaming,Hogar,17/03/2024,5.0,214.01,1070.05,Tarjeta,Germany,Milán,Entregado,2024-03-17 18:00:00
2947.0,1418,laura torres,56,Aspiradora Dyson,TECHNOLOGY,2023-11-02,4.0,1032.57,4130.28,Bizum,IT,Roma,Entregado,2023-11-02 13:00:00
2948.0,1191,JUAN PÉREZ,48,Teclado Logitech,Tecnología,04-24-2024,5.0,1022.69,5113.45,PayPal,DE,Berlín,Entregado,2024-04-24 16:00:00
2949.0,1163,Carlos Ruiz,144,Camiseta Adidas,Moda,2024-01-07,3.0,744.87,2234.61,PayPal,ES,Berlín,Entregado,2024-01-07 02:00:00
2950.0,1466,Pedro López,190,Sony Headphones,Tecnología,31/05/2023,5.0,1866.52,9332.6,PayPal,FR,Madrid,Pendiente,2023-05-31 09:00:00
2951.0,1235,Laura Torres,117,Monitor LG,Tecnología,10/07/2024,1.0,1656.74,1656.74,PayPal,España,Milán,Entregado,2024-07-10 18:00:00
2952.0,1313,María García,186,Sony Headphones,Tecnología,2024-03-24,5.0,1397.45,6987.25,Bizum,spain,Milán,Pendiente,2024-03-24 08:00:00
2953.0,1628,Laura Torres,192,Aspiradora Dyson,Hogar,12/06/2023,1.0,1431.51,1431.51,Bizum,Germany,Paris,Cancelado,2023-06-12 04:00:00
2954.0,1106,Laura Torres,82,Aspiradora Dyson,Hogar,04-20-2023,2.0,928.82,1857.64,Tarjeta,FR,Hamburgo,Entregado,2023-04-20 23:00:00
2955.0,1484,Carlos Ruiz,106,Bolso Gucci,Moda,31/03/2024,2.0,1842.78,3685.56,Bizum,FR,Milán,Cancelado,2024-03-31 07:00:00
2956.0,1295,lucía fernández,93,Sony Headphones,Tecnología,04/08/2023,2.0,1392.24,3322.204596362911,PayPal,IT,Berlín,Pendiente,2023-08-04 22:00:00
2957.0,1726,Juan Pérez,92,Reloj Casio,Accesorios,13/03/2023,5.0,1460.67,7311.157036154947,Tarjeta,IT,Milán,Cancelado,2023-03-13 13:00:00
2958.0,1691,Laura Torres,106,Mochila North Face,Accesorios,03-03-2023,4.0,1724.76,6899.04,Bizum,spain,Paris,Entregado,2023-03-03 19:00:00
2959.0,1286,Ana Sánchez,152,MacBook Pro,Tecnología,05-30-2023,3.0,555.4,1666.2,Tarjeta,IT,Hamburgo,Entregado,2023-05-30 05:00:00
2960.0,1929,Ana Sánchez,75,Bolso Gucci,tech,04-11-2024,3.0,1616.07,4848.21,Tarjeta,España,Milán,Cancelado,2024-04-11 21:00:00
2961.0,1856,Lucía Fernández,24,Silla Gaming,Hogar,06-22-2024,1.0,398.53,398.53,Tarjeta,spain,Madrid,Pendiente,2024-06-22 07:00:00
2962.0,1270,David Gómez,142,Camiseta Adidas,hogar,05-26-2023,3.0,697.23,2091.69,Tarjeta,FR,Milán,Entregado,2023-05-26 06:00:00
2963.0,1263,Carlos Ruiz,134,Samsung Galaxy,Tecnología,11-26-2024,4.0,677.86,2711.44,Transferencia,España,Berlín,Cancelado,2024-11-26 14:00:00
2964.0,1832,Ana Sánchez,61,Silla Gaming,Hogar,26/07/2024,4.0,1957.27,8418.237299640186,Transferencia,DE,Lyon,Cancelado,2024-07-26 00:00:00
2965.0,1577,juan pérez,194,Cafetera Philips,Hogar,2023-07-24,3.0,1714.51,5143.53,PayPal,FR,Lyon,Cancelado,2023-07-24 16:00:00
2966.0,1482,carlos ruiz,14,Teclado Logitech,Tecnología,2024-02-22,2.0,1405.33,2810.66,Tarjeta,Germany,Milán,Entregado,2024-02-22 16:00:00
2967.0,1160,Juan Pérez,198,Teclado Logitech,moda,19/03/2023,3.0,1456.84,4355.701938620265,Bizum,France,Valencia,Pendiente,2023-03-19 13:00:00
,1139,Carlos Ruiz,161,Teclado Logitech,moda,2024-01-01,4.0,$1128.52,,Transferencia,France,Hamburgo,Pendiente,2024-01-01 07:00:00
2969.0,1124,Ana Sánchez,111,MacBook Pro,Tecnología,2024-08-09,1.0,1894.71,1894.71,PayPal,España,Paris,Entregado,2024-08-09 23:00:00
2970.0,1181,LUCÍA FERNÁNDEZ,79,Samsung Galaxy,Tecnología,11/03/2024,2.0,997.55,1995.1,Tarjeta,España,Hamburgo,Entregado,2024-03-11 01:00:00
2971.0,1944,Lucía Fernández,12,Mochila North Face,Accesorios,10/03/2024,1.0,767.23,767.23,Tarjeta,Italy,Valencia,Pendiente,2024-03-10 02:00:00
2972.0,1276,Juan Pérez,25,Bolso Gucci,Moda,03/08/2024,2.0,334.44,668.88,Bizum,FR,Madrid,Entregado,2024-08-03 02:00:00
2973.0,1098,Juan Pérez,113,Zapatillas Nike,Moda,01-10-2023,2.0,1574.55,2606.421367170013,Bizum,España,Madrid,Cancelado,2023-01-10 12:00:00
2974.0,1226,DAVID GÓMEZ,62,AirPods,Tecnología,12-20-2023,2.0,1471.54,2943.08,PayPal,spain,Paris,Pendiente,2023-12-20 11:00:00
2975.0,1249,David Gómez,169,iPhone 13,moda,03-09-2023,5.0,774.87,3874.35,Transferencia,FR,Milán,Entregado,2023-03-09 07:00:00
2976.0,1049,María García,97,Mochila North Face,Accesorios,10/02/2023,1.0,60.13,60.13,Bizum,FR,Paris,Cancelado,2023-02-10 10:00:00
2977.0,1510,Laura Torres,48,Bolso Gucci,Moda,29/01/2024,5.0,1679.6,8398.0,Tarjeta,España,Lyon,Cancelado,2024-01-29 15:00:00
2978.0,1686,Ana Sánchez,87,AirPods,TECHNOLOGY,01-03-2024,3.0,32.72,98.16,Transferencia,spain,Madrid,Cancelado,2024-01-03 09:00:00
2979.0,1026,Juan Pérez,155,Mochila North Face,Accesorios,2023-10-22,1.0,1410.36,1410.36,Transferencia,ES,Hamburgo,Cancelado,2023-10-22 02:00:00
2980.0,1237,JUAN PÉREZ,82,Reloj Casio,Accesorios,2023-02-24,3.0,1940.81,5822.43,Bizum,spain,Lyon,Entregado,2023-02-24 18:00:00
2981.0,1844,laura torres,20,AirPods,Tecnología,01-14-2023,3.0,880.95,2642.85,Tarjeta,Italy,Berlín,Entregado,2023-01-14 06:00:00
2982.0,1476,David Gómez,22,Samsung Galaxy,Tecnología,10-17-2024,2.0,477.6,955.2,Tarjeta,Germany,Valencia,Cancelado,2024-10-17 17:00:00
2983.0,1825,María García,163,Teclado Logitech,Tecnología,05-13-2023,2.0,1412.69,2825.38,PayPal,DE,Valencia,Cancelado,2023-05-13 04:00:00
2984.0,1978,Carlos Ruiz,171,Silla Gaming,Hogar,06/10/2024,4.0,1636.09,6544.36,PayPal,Germany,Paris,Cancelado,2024-10-06 09:00:00
2985.0,1493,David Gómez,18,Mochila North Face,Accesorios,30/06/2024,3.0,1097.4,3292.2,Transferencia,FR,Barcelona,Pendiente,2024-06-30 22:00:00
2986.0,1273,Ana Sánchez,29,Sony Headphones,Tecnología,11/08/2023,4.0,1934.4,7737.6,Bizum,FR,Berlín,Entregado,2023-08-11 13:00:00
2987.0,1554,Lucía Fernández,116,MacBook Pro,Tecnología,14/04/2023,2.0,112.82,225.64,PayPal,France,Milán,Cancelado,2023-04-14 07:00:00
2988.0,1102,laura torres,193,Camiseta Adidas,Moda,04-30-2023,5.0,1014.54,5072.7,Tarjeta,IT,Roma,Entregado,2023-04-30 23:00:00
2989.0,1990,Pedro López,170,Bolso Gucci,Moda,06-17-2023,2.0,1439.72,2879.44,Bizum,Italy,Valencia,Entregado,2023-06-17 18:00:00
2990.0,1627,Laura Torres,132,Mochila North Face,Accesorios,07-16-2023,5.0,1726.65,8633.25,Tarjeta,IT,Paris,Pendiente,2023-07-16 03:00:00
2991.0,1485,Carlos Ruiz,150,iPhone 13,Tecnología,2023-03-30,4.0,366.72,1466.88,Bizum,France,Paris,Pendiente,2023-03-30 20:00:00
2992.0,1556,David Gómez,112,Camiseta Adidas,HOGAR,2023-03-25,2.0,1602.01,3204.02,Transferencia,Italy,Valencia,Entregado,2023-03-25 13:00:00
2993.0,1092,ana sánchez,180,Aspiradora Dyson,TECHNOLOGY,2024-08-19,5.0,1109.89,5549.45,Tarjeta,DE,Lyon,Cancelado,2024-08-19 13:00:00
2994.0,1175,Laura Torres,35,Teclado Logitech,Tecnología,2024-03-02,1.0,799.14,799.14,Bizum,Germany,Valencia,Entregado,2024-03-02 12:00:00
2995.0,1133,Pedro López,188,AirPods,Tecnología,01/01/2024,1.0,272.11,272.11,PayPal,France,Hamburgo,Pendiente,2024-01-01 07:00:00
2996.0,1102,David Gómez,50,MacBook Pro,Tecnología,11-05-2024,2.0,1731.94,3463.88,Tarjeta,Italy,Barcelona,Pendiente,2024-11-05 03:00:00
2997.0,1202,Laura Torres,107,Silla Gaming,Hogar,06-21-2024,4.0,$322.97,,Bizum,Germany,Madrid,Pendiente,2024-06-21 19:00:00
2998.0,1835,Pedro López,72,Zapatillas Nike,Moda,05/09/2023,3.0,626.48,1879.44,Transferencia,FR,Milán,Pendiente,2023-09-05 04:00:00
2999.0,1617,David Gómez,138,Teclado Logitech,Tecnología,12-01-2024,4.0,587.19,2348.76,Bizum,DE,Hamburgo,Cancelado,2024-12-01 19:00:00
3000.0,1059,Laura Torres,173,Aspiradora Dyson,Hogar,2023-09-20,2.0,1744.11,3488.22,Transferencia,FR,Madrid,Pendiente,2023-09-20 13:00:00
3001.0,1190,Juan Pérez,42,Samsung Galaxy,Tecnología,2024-01-08,2.0,$1348.68,,Tarjeta,Germany,Berlín,Cancelado,2024-01-08 09:00:00
3002.0,1399,David Gómez,145,Aspiradora Dyson,Hogar,25/10/2024,5.0,1595.4,7977.0,Bizum,FR,Hamburgo,Cancelado,2024-10-25 03:00:00
3003.0,1007,María García,78,Reloj Casio,Accesorios,02/11/2023,1.0,508.43,508.43,PayPal,DE,Paris,Cancelado,2023-11-02 00:00:00
,1473,María García,8,Samsung Galaxy,Tecnología,2023-10-30,2.0,1253.5,2507.0,Bizum,Italy,Madrid,Entregado,2023-10-30 15:00:00
3005.0,1519,Ana Sánchez,20,Mochila North Face,Accesorios,2023-10-09,4.0,1147.77,4591.08,PayPal,España,Barcelona,Entregado,2023-10-09 23:00:00
3006.0,1957,PEDRO LÓPEZ,61,Camiseta Adidas,Moda,04-12-2024,1.0,1667.33,1667.33,Tarjeta,IT,Paris,Cancelado,2024-04-12 12:00:00
3007.0,1103,Lucía Fernández,115,Cafetera Philips,Hogar,03-02-2024,3.0,1813.11,5439.33,Bizum,France,Milán,Pendiente,2024-03-02 13:00:00
3008.0,1131,Carlos Ruiz,59,Reloj Casio,Accesorios,22/12/2023,5.0,34.19,170.95,PayPal,Italy,Paris,Pendiente,2023-12-22 19:00:00
3009.0,1115,Laura Torres,138,Sony Headphones,Tecnología,2023-07-18,1.0,1351.3,1562.9240383020922,PayPal,DE,Hamburgo,Pendiente,2023-07-18 20:00:00
3010.0,1256,laura torres,164,Cafetera Philips,Hogar,28/01/2023,3.0,113.15,339.45,Transferencia,FR,Hamburgo,Cancelado,2023-01-28 21:00:00
3011.0,1792,David Gómez,135,Bolso Gucci,Moda,19/01/2023,1.0,1102.23,1102.23,PayPal,spain,Lyon,Pendiente,2023-01-19 01:00:00
3012.0,1394,Lucía Fernández,130,Mochila North Face,moda,09-08-2023,5.0,582.39,2911.95,PayPal,España,Paris,Pendiente,2023-09-08 15:00:00
3013.0,1398,ANA SÁNCHEZ,94,Camiseta Adidas,Moda,2023-11-24,3.0,620.49,1861.47,PayPal,Italy,Valencia,Pendiente,2023-11-24 10:00:00
3014.0,1786,Lucía Fernández,44,Aspiradora Dyson,HOGAR,30/10/2024,4.0,712.39,2849.56,Transferencia,DE,Lyon,Pendiente,2024-10-30 08:00:00
3015.0,1384,David Gómez,63,Sony Headphones,Tecnología,2024-10-25,2.0,1246.37,2492.74,Transferencia,France,Valencia,Pendiente,2024-10-25 16:00:00
3016.0,1569,Laura Torres,37,Camiseta Adidas,Moda,2024-10-15,2.0,674.76,1349.52,Tarjeta,France,Lyon,Pendiente,2024-10-15 15:00:00
3017.0,1012,Carlos Ruiz,104,Reloj Casio,Accesorios,05-09-2023,2.0,1468.07,2936.14,Tarjeta,DE,Lyon,Entregado,2023-05-09 19:00:00
3018.0,1573,Laura Torres,77,Teclado Logitech,Tecnología,12-17-2023,3.0,815.01,2445.03,Tarjeta,spain,Paris,Cancelado,2023-12-17 17:00:00
3019.0,1121,Lucía Fernández,31,MacBook Pro,Tecnología,03-17-2023,4.0,146.02,584.08,Transferencia,España,Lyon,Cancelado,2023-03-17 10:00:00
3020.0,1927,Ana Sánchez,29,Bolso Gucci,Moda,2023-01-14,1.0,1569.68,1569.68,Tarjeta,ES,Berlín,Pendiente,2023-01-14 07:00:00
3021.0,1045,LUCÍA FERNÁNDEZ,184,AirPods,Tecnología,2023-09-24,5.0,578.66,2912.934369887511,Transferencia,Italy,Lyon,Pendiente,2023-09-24 22:00:00
3022.0,1238,María García,41,Sony Headphones,Tecnología,2024-06-25,3.0,871.21,2617.650773201545,Tarjeta,Italy,Hamburgo,Pendiente,2024-06-25 02:00:00
3023.0,1533,Ana Sánchez,119,Monitor LG,Tecnología,2023-09-16,5.0,1374.03,7852.123395893555,Tarjeta,ES,Berlín,Pendiente,2023-09-16 12:00:00
3024.0,1939,Juan Pérez,196,Mochila North Face,Accesorios,07-06-2024,4.0,671.59,2686.36,PayPal,FR,Hamburgo,Entregado,2024-07-06 21:00:00
